Informes Policiales de Accidentes de Tránsito (IPAT) ,Fecha del Accidente,Dirección,Latitud,Longitud,Barrio,Comuna,Corregimiento,Género,Hora,Gravedad,Clase de Accidente,Choque Con,Clase de Vehículo 1,Servicio,Hipótesis,Gravedad Conductor,Embriaguez,Grado,Clase de Vehículo 2,Servicio 2,Hipótesis 2,Gravedad Conductor 2,Embriaguez 2,Grado 2,Motocicleta,Mes
A001269490,2021-01-05T05:00:00Z,KM70+500 VIA FGGA - GIRARDOT,"4.326705, -74.405188","4°19'36.1""N 74°24'18.7""W",LA PAMPA,Sin Informacion,SUR OCCIDENTAL,MASCULINO,1899-12-31T19:35:00Z,HERIDOS,ATROPELLO,VEHÍCULO,AUTOMÓVIL,PUBLICO,0.0,ILESO,SI,NEGATIVA,Sin Informacion,Sin Informacion,0,Sin informacion,Sin Informacion,Sin Informacion,Sin Informacion,enero
A001269500,2021-01-05T05:00:00Z,TRANV. 12 No.16-75,"4.338097, -74.364699","4°20'17.2""N 74°21'52.9""W",BALMORAL,SUR ORIENTAL,N/A,MASCULINO,1899-12-31T19:35:00Z,HERIDOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,157.0,ILESO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,157.0,HERIDO,SI,NEGATIVA,Sin Informacion,enero
A001269501,2021-01-05T05:00:00Z,KM 63+500 VIA GIRARDOT - FGGA,"4.326673, -74.397194","4°19'36.0""N 74°23'49.9""W",LA PAMPA,Sin Informacion,SUR OCCIDENTAL,MASCULINO,1899-12-31T23:10:00Z,HERIDOS,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,0.0,HERIDO,SI,NEGATIVA,CAMIONETA,PARTICULAR,105.0,ILESO,NO,Sin Informacion,MOTOCICLETA,enero
A001269502,2021-01-05T05:00:00Z,DIAGONAL 16 TRANVERSAL 12A,"4.337270, -74.365263","4°20'14.2""N 74°21'55.0""W",BALMORAL,SUR ORIENTAL,N/A,MASCULINO,1899-12-31T21:11:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,0.0,ILESO,NO,Sin Informacion,MOTOCICLETA,PARTICULAR,123 132,ILESO,NO,Sin Informacion,Sin Informacion,enero
A001269503,2021-01-06T05:00:00Z,CALLE 20 No.11 A-42,"4.332851, -74.368130","4°19'58.3""N 74°22'05.3""W",BALMORAL,SUR ORIENTAL,N/A,MASCULINO,1900-01-01T02:08:16Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,CAMIONETA,PARTICULAR,0.0,ILESO,NO,Sin Informacion,AUTOMÓVIL,PARTICULAR,134.0,ILESO,NO,Sin Informacion,Sin Informacion,enero
A001269504,2021-01-08T05:00:00Z,AV. LAS PALMAS CRA 10,"4.341614, -74.364588","4°20'29.8""N 74°21'52.5""W",CENTRO,CENTRO,N/A,MASCULINO,1899-12-31T15:20:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,CAMIONETA,PARTICULAR,118.0,ILESO,NO,Sin Informacion,FURGON,PARTICULAR,123.0,ILESO,NO,Sin Informacion,Sin Informacion,enero
A001269505,2021-01-09T05:00:00Z,VIA ARBELAEZ FINCA LA RISUEÑA,"4.320477, -74.388387","4°19'13.7""N 74°23'18.2""W",LA ISLA,Sin Informacion,SUR ORIENTAL,MASCULINO,1899-12-31T15:35:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,CAMIONETA,PARTICULAR,0.0,ILESO,NO,Sin Informacion,CAMIONETA,PARTICULAR,157.0,ILESO,NO,Sin Informacion,Sin Informacion,enero
A001269506,2021-01-09T05:00:00Z,CALLE 3 NORTE No.13-15,"4.345858, -74.366420","4°20'45.1""N 74°21'59.1""W",GAITAN,NORTE,N/A,MASCULINO,1899-12-31T23:10:00Z,HERIDOS,ATROPELLO,VEHÍCULO,MOTOCICLETA,PARTICULAR,139.0,ILESO,SI,NEGATIVA,AUTOMÓVIL,PARTICULAR,0.0,ILESO,NO,Sin Informacion,MOTOCICLETA,enero
A001269507,2021-01-12T05:00:00Z,TRANSVERSAL 12 No.23B-30,"4.332610, -74.372409","4°19'57.4""N 74°22'20.7""W",BALMORAL,SUR ORIENTAL,N/A,MASCULINO,1899-12-31T16:15:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,157.0,ILESO,NO,Sin Informacion,BUSETA,PUBLICO,157.0,ILESO,NO,Sin Informacion,Sin Informacion,enero
A001269508,2021-01-14T05:00:00Z,CALLE 19 A BIS No.69,"4.330563, -74.404654","4°19'50.0""N 74°24'16.8""W",LLANO LARGO,SUR OCCIDENTAL,N/A,FEMENINO,1899-12-31T18:45:00Z,SOLO DAÑOS,CHOQUE,OBJETO,CAMIONETA,PARTICULAR,157.0,ILESO,NO,Sin Informacion,Sin Informacion,Sin Informacion,0,Sin informacion,Sin Informacion,Sin Informacion,Sin Informacion,enero
A001269509,2021-01-15T05:00:00Z,NO REPORTA DIRECCION,0,0,Sin Informacion,Sin Informacion,N/A,FEMENINO,1899-12-31T12:20:00Z,HERIDOS,CHOQUE,VEHÍCULO,CAMIONETA,PARTICULAR,0.0,ILESO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,157.0,HERDIO,SI,NEGATIVA,Sin Informacion,enero
A001269510,2021-01-15T05:00:00Z,AV LAS PALMAS CON CRA 15,"4.341560, -74.367943","4°20'29.6""N 74°22'04.6""W",CENTRO,CENTRO,N/A,MASCULINO,1899-12-31T15:33:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,CAMIONETA,PARTICULAR,157.0,ILESO,NO,Sin Informacion,CAMIONETA,PARTICULAR,157.0,ILESO,NO,Sin Informacion,Sin Informacion,enero
A001269511,2021-01-17T05:00:00Z,CALLE 8 CRA 12,"4.341381, -74.365331","4°20'29.0""N 74°21'55.2""W",CENTRO,CENTRO,N/A,MASCULINO,1900-01-01T01:40:16Z,SOLO DAÑOS,CHOQUE,OBJETO,CAMIONETA,PARTICULAR,122.0,ILESO,NO,Sin Informacion,MOTOCICLETA,PARTICULAR,157.0,ILESO,NO,Sin Informacion,Sin Informacion,enero
A001269512,2021-01-18T05:00:00Z,AV. MANUEL HUMBERTO No.21-31,"4.331623, -74.375831","4°19'53.8""N 74°22'33.0""W",BALMORAL,SUR ORIENTAL,N/A,MASCULINO,1899-12-31T12:30:00Z,HERIDOS,CHOQUE,VEHÍCULO,CAMIONETA,PARTICULAR,0.0,ILESO,NO,Sin Informacion,BICICLETA,PARTICULAR,93.0,HERIDO,NO,Sin Informacion,Sin Informacion,enero
A001269513,2021-01-18T05:00:00Z,KM69+700 ANTIGUA PANAMERICANA,"4.326687, -74.404061","4°19'36.1""N 74°24'14.6""W",LA PAMPA,Sin Informacion,SUR OCCIDENTAL,FEMENINO,1899-12-31T09:50:00Z,HERIDOS,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,123.0,HERIDO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,123.0,HERIDO,SI,NEGATIVA,MOTOCICLETA,enero
A001269514,2021-01-18T05:00:00Z,CRA 9 CALLE 3,"4.346164, -74.363986","4°20'46.2""N 74°21'50.4""W",GAITAN,NORTE,N/A,MASCULINO,1899-12-31T15:00:00Z,HERIDOS,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,112 157,ILESO,SI,NEGATIVA,VAN,PUBLICO,0.0,ILESO,SI,NEGATIVA,MOTOCICLETA,enero
A001269515,2021-01-19T05:00:00Z,KM 1+000 VIA FGGA- LA AGUDITA,"4.355427, -74.353840","4°21'19.5""N 74°21'13.8""W",LA AGUADITA,Sin Informacion,NORTE,MASCULINO,1899-12-31T13:30:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,CAMIONETA,PARTICULAR,121.0,ILESO,NO,Sin Informacion,CAMIONETA,PARTICULAR,122.0,ILESO,NO,Sin Informacion,Sin Informacion,enero
A001269516,2021-01-20T05:00:00Z,KM 64 + 150 PANAMERICANA,"4.326688, -74.400511","4°19'36.1""N 74°24'01.8""W",LA PAMPA,Sin Informacion,SUR OCCIDENTAL,MASCULINO,1899-12-31T13:00:00Z,HERIDOS,CHOQUE,VEHÍCULO,BUSETA,PUBLICO,0.0,ILESO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,157.0,HERIDO,SI,NEGATIVA,Sin Informacion,enero
A001269517,2021-01-22T05:00:00Z,CALLE 25 CON CARRERA 64,"4.325843, -74.403172","4°19'33.0""N 74°24'11.4""W",LA PAMPA,SUR OCCIDENTAL,N/A,MASCULINO,1900-01-01T02:26:16Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,157.0,ILESO,NO,Sin Informacion,AUTOMÓVIL,PARTICULAR,121 115,ILESO,SI,POSITIVA,Sin Informacion,enero
A001269518,2021-01-25T05:00:00Z,CALLE 8 No.27-156,"4.343475, -74.381131","4°20'36.5""N 74°22'52.1""W",MONTE VERDE,OCCIDENTAL,N/A,MASCULINO,1899-12-31T11:40:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PUBLICO,123.0,ILESO,NO,Sin Informacion,MOTOCICLETA,PARTICULAR,157.0,ILESO,NO,Sin Informacion,Sin Informacion,enero
A001269519,2021-01-26T05:00:00Z,CARRERA 7 CON CALLE 17,"4.334203, -74.363999","4°20'03.1""N 74°21'50.4""W",BALMORAL,SUR ORIENTAL,N/A,MASCULINO,1899-12-31T13:50:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,123.0,ILESO,NO,Sin Informacion,AUTOMÓVIL,PARTICULAR,157.0,ILESO,NO,Sin Informacion,Sin Informacion,enero
A001269520,2021-01-27T05:00:00Z,CALLE 22 CRA 9 ESQUINA,"4.330101, -74.368260","4°19'48.4""N 74°22'05.7""W",VILLA CLARA,SUR ORIENTAL,N/A,FEMENINO,1899-12-31T23:55:00Z,HERIDOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,139.0,ILESO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,121.0,HERIDO,SI,NEGATIVA,Sin Informacion,enero
A001269521,2021-01-27T05:00:00Z,DIAGONAL 23 No.16-90,"4.334325, -74.372686","4°20'03.6""N 74°22'21.7""W",SAN MATEO,SUR OCCIDENTAL,N/A,MASCULINO,1900-01-01T00:02:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,0.0,ILESO,NO,Sin Informacion,MOTOCICLETA,PARTICULAR,157.0,ILESO,NO,Sin Informacion,Sin Informacion,enero
A001269522,2021-01-27T05:00:00Z,KM1+500 PUENTE DEL CUJA VIA ARBEL,"4.320477, -74.388387","4°19'13.7""N 74°23'18.2""W",LA ISLA,Sin Informacion,SUR ORIENTAL,MASCULINO,1899-12-31T10:40:00Z,HERIDOS,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,099 157,HERIDO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,157.0,HERIDO,SI,NEGATIVA,MOTOCICLETA,enero
A001269471,2021-01-28T05:00:00Z,CALLE 8 No.28-30,"4.343299, -74.381473","4°20'35.9""N 74°22'53.3""W",MONTE VERDE,OCCIDENTAL,N/A,MASCULINO,1899-12-31T17:14:00Z,HERIDOS,ATROPELLO,OBJETO,CAMIÓN,PARTICULAR,157 139,ILESO,SI,NEGATIVA,Sin Informacion,Sin Informacion,0,Sin informacion,Sin Informacion,Sin Informacion,Sin Informacion,enero
A001269485,2021-01-29T05:00:00Z,KM 68+400 ANTIGUA PANAMERICANA,"4.326683, -74.403881","4°19'36.1""N 74°24'14.0""W",LA PAMPA,Sin Informacion,SUR OCCIDENTAL,MASCULINO,1899-12-31T18:30:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,CAMIONETA,PARTICULAR,132.0,ILESO,NO,Sin Informacion,BUSETA,PUBLICO,157.0,ILESO,NO,Sin Informacion,Sin Informacion,enero
A001330927,2021-01-30T05:00:00Z,CALLE 8 No.26-48,"4.343296, -74.381462","4°20'35.9""N 74°22'53.3""W",MONTE VERDE,OCCIDENTAL,N/A,MASCULINO,1899-12-31T11:30:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,VAN,PUBLICO,157.0,ILESO,NO,Sin Informacion,BUSETA,PUBLICO,157.0,ILESO,NO,Sin Informacion,Sin Informacion,enero
A001330928,2021-01-30T05:00:00Z,CALLE 18 AV. MANUEL HUMBERTO,"4.335129, -74.367533","4°20'06.5""N 74°22'03.1""W",BALMORAL,SUR ORIENTAL,N/A,MASCULINO,1899-12-31T17:10:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,0.0,ILESO,NO,Sin Informacion,AUTOMÓVIL,PARTICULAR,121.0,ILESO,NO,Sin Informacion,Sin Informacion,enero
A001330929,2021-01-30T05:00:00Z,CALLE 4 CARRERA 8,"4.345545, -74.363252","4°20'44.0""N 74°21'47.7""W",FLORIDA,NORTE,N/A,MASCULINO,1899-12-31T21:40:00Z,HERIDOS,ATROPELLO,VEHÍCULO,AUTOMÓVIL,PARTICULAR,157.0,ILESO,NO,Sin Informacion,Sin Informacion,Sin Informacion,0,Sin informacion,Sin Informacion,Sin Informacion,Sin Informacion,enero
A001330930,2021-02-01T05:00:00Z,CRA 9 No. 1-25,"4.347675, -74.364261","4°20'51.6""N 74°21'51.3""W",FLORIDA,NORTE,N/A,MASCULINO,1900-01-01T00:41:16Z,HERIDOS,ATROPELLO,OTROS,MOTOCICLETA,PARTICULAR,157.0,HERIDO,SI,NEGATIVA,Sin Informacion,Sin Informacion,0,Sin informacion,Sin Informacion,Sin Informacion,MOTOCICLETA,febrero
A001330931,2021-02-06T05:00:00Z,KM67+500 ENTRADA A POSTOBON,"4.329519, -74.383016","4°19'46.3""N 74°22'58.9""W",COOVIPROF,SUR OCCIDENTAL,N/A,MASCULINO,1899-12-31T13:30:00Z,HERIDOS,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,105.0,HERIDO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,157.0,ILESO,SI,NEGATIVA,MOTOCICLETA,febrero
A001330932,2021-02-06T05:00:00Z,CALLE 20 CARRERA 11C,"4.334201, -74.364001","4°20'03.1""N 74°21'50.4""W",BALMORAL,SUR ORIENTAL,N/A,MASCULINO,1899-12-31T15:45:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,0.0,ILESO,NO,Sin Informacion,CAMIONETA,PARTICULAR,123.0,ILESO,NO,Sin Informacion,Sin Informacion,febrero
A001330933,2021-02-07T05:00:00Z,CRA 41 No.24-21,"4.327214, -74.385819","4°19'38.0""N 74°23'09.0""W",COOVIPROF,SUR OCCIDENTAL,N/A,MASCULINO,1899-12-31T17:04:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,121.0,ILESO,NO,Sin Informacion,AUTOMÓVIL,PARTICULAR,0.0,ILESO,NO,Sin Informacion,Sin Informacion,febrero
A001330934,2021-02-07T05:00:00Z,KM 65+600 ANTIGUA VIA PANAMER,0,0,LA PUERTA,Sin Informacion,SUR OCCIDENTAL,MASCULINO,1899-12-31T21:40:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,121.0,ILESO,NO,Sin Informacion,CAMIONETA,PARTICULAR,0.0,ILESO,NO,Sin Informacion,Sin Informacion,febrero
A001330935,2021-02-09T05:00:00Z,KM 64+300 VIA PANAMERICANA,"4.326688, -74.400511","4°19'36.1""N 74°24'01.8""W",LA PAMPA,Sin Informacion,SUR OCCIDENTAL,MASCULINO,1899-12-31T22:25:00Z,HERIDOS,CHOQUE,VEHÍCULO,CAMIONETA,PARTICULAR,122.0,ILESO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,0.0,HERIDO,SI,NEGATIVA,Sin Informacion,febrero
A001330936,2021-02-12T05:00:00Z,CALLE 22 No.60-24,"4.326683, -74.395799","4°19'36.1""N 74°23'44.9""W",LA GRAN COLOMBIA,SUR OCCIDENTAL,N/A,MASCULINO,1899-12-31T21:00:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,121.0,ILESO,NO,Sin Informacion,AUTOMÓVIL,PARTICULAR,0.0,ILESO,NO,Sin Informacion,Sin Informacion,febrero
A001330937,2021-02-13T05:00:00Z,DIAG. 16D No.2D-40,"4.334446, -74.361217","4°20'04.0""N 74°21'40.4""W",LOS ROBLES,ORIENTAL,N/A,FEMENINO,1899-12-31T22:25:00Z,HERIDOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,104.0,HERIDO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,115.0,HERIDO,SI,POSITIVO GRADO II,Sin Informacion,febrero
A001330938,2021-02-13T05:00:00Z,AV. PALMAS CON PANAMERICANA,"4.343460, -74.376144","4°20'36.5""N 74°22'34.1""W",SAN JORGE,OCCIDENTAL,N/A,MASCULINO,1899-12-31T23:50:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,0.0,ILESO,SI,NEGATIVA,BUSETA,PUBLICO,121.0,ILESO,SI,NEGATIVA,Sin Informacion,febrero
A001330939,2021-02-13T05:00:00Z,KM 66+710 CALLE 22 No.44-30,"4.329179, -74.384554","4°19'45.0""N 74°23'04.4""W",COOVIPROF,SUR OCCIDENTAL,N/A,MASCULINO,1900-01-01T04:21:16Z,HERIDOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,157.0,ILESO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,157.0,HERIDO,SI,NEGATIVA,Sin Informacion,febrero
A001330941,2021-02-17T05:00:00Z,AV. LAS PALMAS CON CRA 13,"4.341261, -74.366135","4°20'28.5""N 74°21'58.1""W",CENTRO,CENTRO,N/A,MASCULINO,1899-12-31T21:20:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,0.0,ILESO,NO,Sin Informacion,AUTOMÓVIL,PARTICULAR,102.0,ILESO,NO,Sin Informacion,Sin Informacion,febrero
A001330942,2021-02-18T05:00:00Z,AV. LAS PALMAS No.7-36,"4.342613, -74.362285","4°20'33.4""N 74°21'44.2""W",CENTRO,CENTRO,N/A,MASCULINO,1899-12-31T21:25:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,CAMIONETA,PARTICULAR,121.0,ILESO,NO,Sin Informacion,MOTOCICLETA,PARTICULAR,0.0,ILESO,NO,Sin Informacion,Sin Informacion,febrero
A001330943,2021-02-22T05:00:00Z,AV. LAS PALMAS CALLE 8,"4.342216, -74.363273","4°20'32.0""N 74°21'47.8""W",CENTRO,CENTRO,N/A,MASCULINO,1899-12-31T22:00:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,CAMIONETA,PARTICULAR,0.0,ILESO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,132.0,ILESO,SI,NEGATIVA,Sin Informacion,febrero
A001330944,2021-02-22T05:00:00Z,CALLE 2 No:4-48,"4.347190, -74.360173","4°20'49.9""N 74°21'36.6""W",FLORIDA,NORTE,N/A,MASCULINO,1900-01-01T00:01:16Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,122.0,ILESO,NO,Sin Informacion,AUTOMÓVIL,PARTICULAR,0.0,ILESO,NO,Sin Informacion,Sin Informacion,febrero
A001330945,2021-02-23T05:00:00Z,CALLE 14 No. 8 BIS-09 BALMORAL,"4.338290, -74.362401","4°20'17.8""N 74°21'44.6""W",BALMORAL,SUR ORIENTAL,N/A,MASCULINO,1899-12-31T23:50:00Z,HERIDOS,ATROPELLO,VEHÍCULO,MOTOCICLETA,PARTICULAR,157.0,HERIDO,SI,NEGATIVA,AUTOMÓVIL,PARTICULAR,0.0,ILESO,NO,Sin Informacion,MOTOCICLETA,febrero
A001330946,2021-02-23T05:00:00Z,CRA 11 CALLE 19,"4.333148, -74.367409","4°19'59.3""N 74°22'02.7""W",BALMORAL,SUR ORIENTAL,N/A,MASCULINO,1900-01-01T01:56:16Z,HERIDOS,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,139.0,HERIDO,SI,NEGATIVA,BUSETA,PUBLICO,0.0,ILESO,SI,NEGATIVA,MOTOCICLETA,febrero
A001330947,2021-02-27T05:00:00Z,"K,69+200 VIA PANAMERICANA",0,0,LA PUERTA,Sin Informacion,SUR OCCIDENTAL,MASCULINO,1900-01-01T02:19:16Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,115.0,ILESO,SI,POSITIVA,BUSETA,PUBLICO,0.0,ILESO,NO,Sin Informacion,Sin Informacion,febrero
A001165826,2021-02-28T05:00:00Z,CRA 27 356 75,"4.330726, -74.378549","4°19'50.6""N 74°22'42.8""W",ENTRADA EL ENCANTO,SUR ORIENTAL,N/A,MASCULINO,1899-12-31T20:20:00Z,HERIDOS,CHOQUE,VEHÍCULO,CAMPERO,PARTICULAR,132.0,ILESO,SI,NEGATIVA,Sin Informacion,Sin Informacion,0,Sin informacion,Sin Informacion,Sin Informacion,Sin Informacion,Sin Informacion
A001330948,2021-02-28T05:00:00Z,TV 12 No.22-42,"4.331449, -74.377823","4°19'53.2""N 74°22'40.2""W",EL INDIO,SUR OCCIDENTAL,N/A,MASCULINO,1899-12-31T16:00:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,134.0,ILESO,NO,Sin Informacion,CAMIONETA,PARTICULAR,0.0,ILESO,NO,Sin Informacion,Sin Informacion,febrero
A001330949,2021-03-01T05:00:00Z,CALLE 23 No.63-1,"4.325851, -74.403172","4°19'33.1""N 74°24'11.4""W",VILLAS DE LA PAMPA,SUR OCCIDENTAL,N/A,FEMENINO,1899-12-31T17:00:00Z,HERIDOS,ATROPELLO,OTROS,AUTOMÓVIL,PARTICULAR,139.0,ILESO,SI,NEGATIVA,Sin Informacion,Sin Informacion,0,Sin informacion,Sin Informacion,Sin Informacion,Sin Informacion,marzo
A001330950,2021-03-06T05:00:00Z,KM3 VEREDA LOS SAUCES,"4.331535, -74.357502","4°19'53.5""N 74°21'27.0""W",VEREDA LOS SAUCES,Sin Informacion,ORIENTAL,MASCULINO,1900-01-01T00:26:16Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,145.0,ILESO,NO,Sin Informacion,AUTOMÓVIL,PARTICULAR,0.0,ILESO,NO,Sin Informacion,Sin Informacion,marzo
A001330951,2021-03-07T05:00:00Z,TRANV 12 No.16/45,"4.337964, -74.364750","4°20'16.7""N 74°21'53.1""W",BALMORAL,SUR ORIENTAL,N/A,MASCULINO,1899-12-31T22:40:00Z,HERIDOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,0.0,ILESO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,121.0,HERIDO,SI,NEGATIVA,Sin Informacion,marzo
A001330952,2021-03-08T05:00:00Z,CALLE 25 No.39B-54,"4.325416, -74.367262","4°19'31.5""N 74°22'02.1""W",LA MARSELLA,SUR ORIENTAL,N/A,FEMENINO,1899-12-31T22:40:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,CAMIONETA,PARTICULAR,157.0,ILESO,NO,Sin Informacion,BUSETA,PUBLICO,157.0,ILESO,NO,Sin Informacion,Sin Informacion,marzo
A001330953,2021-03-13T05:00:00Z,TRANV. 12 No.17-08,"4.335829, -74.365703","4°20'09.0""N 74°21'56.5""W",BALMORAL,SUR ORIENTAL,N/A,MASCULINO,1899-12-31T13:40:00Z,HERIDOS,ATROPELLO,VEHÍCULO,MOTOCICLETA,PARTICULAR,139.0,ILESO,SI,NEGATIVA,Sin Informacion,Sin Informacion,0,Sin informacion,Sin Informacion,Sin Informacion,MOTOCICLETA,marzo
A001330954,2021-03-13T05:00:00Z,CARRERA 4 CALLE 5,"4.345613, -74.360844","4°20'44.2""N 74°21'39.0""W",CENTRO,CENTRO,N/A,MASCULINO,1899-12-31T15:00:00Z,HERIDOS,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,112.0,HERIDO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,139.0,HERIDO,SI,NEGATIVA,MOTOCICLETA,marzo
95624.0,2022-01-02T05:00:00Z,VIA GIRADOT BOGOTA KM 45+500,"4°19'26.2""N","74°25'07.4""W",JAIBANA,NO APLICA,SUR OCCIDENTAL,MASCULINO,1899-12-31T21:20:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,CAMIÓN,PÚBLICO,134,ILESO,NO,SIN INFORMACION,AUTOMOVIL,PARTICULAR,0,ILESO,NO,SIN INFORMACION,NO APLICA,ENERO
A001330955,2021-03-13T05:00:00Z,TRANSV 4 No.9A-10 ESTE,"4.340721, -74.355628","4°20'26.6""N 74°21'20.3""W",PEKIN,ORIENTAL,N/A,MASCULINO,1900-01-01T01:16:16Z,SOLO DAÑOS,CHOQUE,OBJETO,CAMIONETA,PARTICULAR,0.0,ILESO,NO,Sin Informacion,FURGON,PARTICULAR,157.0,ILESO,NO,Sin Informacion,Sin Informacion,marzo
A001330956,2021-03-14T05:00:00Z,KM2+400 VIA FGGA-SIBATE,0,0,SAN ANTONIO,NORTE,N/A,FEMENINO,1900-01-01T01:11:16Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,0.0,ILESO,NO,Sin Informacion,SE FUGA,Sin Informacion,121 157,ILESO,NO,Sin Informacion,Sin Informacion,marzo
A001330957,2021-03-16T05:00:00Z,KM 68+050,"4.326683, -74.403881","4°19'36.1""N 74°24'14.0""W",LA PAMPA,Sin Informacion,SUR OCCIDENTAL,MASCULINO,1899-12-31T17:10:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,0.0,ILESO,NO,Sin Informacion,AUTOMÓVIL,PARTICULAR,121.0,ILESO,NO,Sin Informacion,Sin Informacion,marzo
A001330958,2021-03-19T05:00:00Z,CALLE 22 No.38-51,"4.327451, -74.392938","4°19'38.8""N 74°23'34.6""W",COOVIPROF,SUR OCCIDENTAL,N/A,MASCULINO,1899-12-31T06:30:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PUBLICO,0.0,ILESO,NO,Sin Informacion,SE FUGA,Sin Informacion,116 157,ILESO,NO,Sin Informacion,Sin Informacion,marzo
A001330959,2021-03-19T05:00:00Z,TRANV.12 CALLE 24,"4.330015, -74.379861","4°19'48.1""N 74°22'47.5""W",EL CATAMA,SUR OCCIDENTAL,N/A,MASCULINO,1899-12-31T18:15:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,CAMIONETA,PARTICULAR,122.0,ILESO,NO,Sin Informacion,AUTOMÓVIL,PARTICULAR,0.0,ILESO,NO,Sin Informacion,Sin Informacion,marzo
A001330960,2021-03-21T05:00:00Z,DIAG. 23 No.16A-98,"4.341135, -74.366635","4°20'28.1""N 74°21'59.9""W",SAN JORGE,OCCIDENTAL,N/A,MASCULINO,1899-12-31T08:00:00Z,HERIDOS,VOLCAMIENTO,OTROS,MOTOCICLETA,PARTICULAR,115.0,HERIDO,SI,POSITIVA,Sin Informacion,Sin Informacion,0,Sin informacion,Sin Informacion,Sin Informacion,MOTOCICLETA,marzo
